date,category,press,title,document,link
2023-09-24 06:31:00,"경제, IT",연합뉴스,후발주자 인텔의 '1.8나노' 선공…반도체 파운드리 경쟁 격화,"내년 1.8나노 생산 인텔 발표에 ""3나노 생산도 안하면서"" 의구심파운드리 1·2위 TSMC·삼성, 2025년 2나노 주도권 경쟁18A 공정 반도체 웨이퍼를 설명하는 펫 겔싱어 인텔 최고경영자(CEO)[인텔 제공](서울=연합뉴스) 김아람 기자 = 글로벌 반도체 업계가 최첨단 파운드리(반도체 위탁생산) 공정인 2나노(㎚·10억분의 1m) 이하 기술 선점을 놓고 신경전을 벌이고 있다.    나노는 반도체 회로 선폭을 의미하는 단위로, 선폭이 좁을수록 소비전력이 줄고 처리 속도가 빨라진다. 현재 가장 앞선 양산 기술은 3나노다.    세계 파운드리 1위인 대만 TSMC와 2위 삼성전자가 기술 개발을 주도하는 가운데 최근 후발 주자인 인텔의 도발에 2나노 경쟁이 새로운 국면에 진입했다. TSMC·삼성 따라잡겠다는 후발주자 인텔    24일 업계에 따르면 인텔은 최근 미국 캘리포니아 새너제이에서 개최한 연례 개발자 행사 인텔 이노베이션 2023에서 1.8나노급인 18A 공정 반도체 웨이퍼 시제품을 깜짝 공개했다.    현재 5나노 이하 파운드리 양산은 세계에서 TSMC와 삼성전자만 가능한데, 1.8나노는 두 회사가 양산 중인 3나노보다 앞선 공정이다.    7나노를 생산 중인 인텔은 올해 연말에 3나노 양산에 돌입하고, 내년 1분기에는 첫 1.8나노 웨이퍼를 생산 라인에 투입한다는 계획이다.    이 행사에서 인텔 경영진은 인텔의 생산 능력이 세계 최대 파운드리 기업인 TSMC에 필적할 수준으로 성장할 것이라고 자신했다.    이런 계획대로라면 인텔이 2나노 이하 양산에서 TSMC와 삼성전자를 추월할 가능성도 있다. TSMC와 삼성전자의 2나노 양산 목표 시기는 2025년이다.인텔[AP=연합뉴스]수십 년간 중앙처리장치(CPU) 중심으로 반도체 업계 선두를 지킨 인텔은 시장 변화에 대응하지 못하면서 파운드리 주도권을 TSMC와 삼성전자에 내줬다.    그러던 인텔은 지난 2021년 파운드리 사업 재진출을 공식화하며 미국 애리조나주 파운드리 공장 건설 등 대대적인 투자 계획을 내놓았다.    지난 6월에는 사업구조 개편 계획을 발표하면서 내년에 삼성전자를 제치고 파운드리 분야 세계 2위로 올라서겠다는 목표도 밝혔다.    다만 업계에서는 파운드리 부활을 꿈꾸는 인텔의 야심 찬 계획을 회의적으로 보는 시각도 있다.    아직 TSMC나 삼성전자보다 기술력이 많이 뒤처진 데다, 3나노도 생산하지 않는 단계에서 단숨에 역전을 노리기는 현실적으로 어렵다는 이유에서다. 2나노 경쟁 치열한 TSMC·삼성전자    TSMC와 삼성전자는 모두 2025년 양산을 목표로 2나노 기술 개발에 박차를 가하고 있다.    작년 말 3나노 양산을 시작한 TSMC는 2나노 공정 반도체의 시범 생산 준비에 착수했으며, 연내 2나노 제품을 소량으로 시범 생산할 예정으로 알려졌다.    TSMC는 대만 남부 가오슝에 지을 2나노 공장 투자 계획을 지난 8월 확정하기도 했다. 이 공장은 2025년 양산 시작이 목표다.    TSMC 측은 공식적으로 2나노 관련 사항에 대해 말을 아끼고 있다. 다만 기술 개발이 순조로우며 예정대로 2025년 양산이 목표라는 입장을 거듭 강조하고 있다.    또 이르면 2026년에 1나노 공장을 착공해 2027년 시범 생산, 2028년 양산을 시작하겠다는 계획도 제시한 바 있다.    다만 최근에는 TSMC의 2나노 공정 반도체 양산 일정이 2025년에서 2026년으로 늦춰질 수 있다는 외신 보도가 나오기도 했다.TSMC[로이터=연합뉴스]삼성전자는 2나노를 TSMC와 같은 2025년, 1.4나노 공정을 2027년부터 각각 양산에 들어가겠다고 지난해 선언한 바 있다.    이어 지난 6월에는 TSMC보다 한발 먼저 구체적인 2나노 이하 공정 로드맵을 발표하며 기술력으로 TSMC를 따라잡겠다는 의지를 드러냈다.    로드맵에는 2나노 공정을 2025년에 모바일 중심으로 시작해 2026년에는 고성능컴퓨팅(HPC)에 적용하고, 2027년에 차량용 반도체로 확대하겠다는 계획이 담겼다.    앞서 삼성전자는 작년 6월 세계 최초로 차세대 트랜지스터인 GAA(Gate-All-Around) 구조를 적용한 3나노 양산을 시작했다. TSMC가 양산을 공식화한 3나노는 기존 핀펫(FinFET) 트랜지스터 구조다.    아직 삼성전자는 파운드리에서 생산 능력(캐파) 부족 탓에 TSMC와 격차가 큰 편이다. 업계에서는 두 회사 캐파가 약 3배 정도 차이 난다고 본다.    대만 시장조사업체 트렌드포스에 따르면 TSMC의 올해 2분기 파운드리 시장 점유율은 56.4%로, 11.7%인 삼성전자를 크게 앞선다.3나노 파운드리 양산에 참여한 삼성전자 파운드리사업부, 반도체연구소, 글로벌 제조&인프라 총괄 주역들.[삼성전자 제공. 재판매 및 DB 금지]    rice@yna.co.kr",https://n.news.naver.com/mnews/article/001/0014213995?sid=105
2023-09-24 06:19:00,"IT, 경제",머니S,"카카오게임즈, 골프 인기에 비게임 사업도 '훨훨'… 지난해 매출 전년대비 143% 껑충","카카오게임즈의 자회사 카카오VX가 스크린골프 및 골프 용품 사업으로 몸집을 키우고 있다. 사진은 카카오 VX의 플래그십 매장인 카카오프렌즈 골프 아지트 in하남. /사진=카카오VX 국내 골프 인구의 가파른 증가세로 카카오게임즈가 자회사 카카오 VX를 통해 추진하는 골프 사업이 탄력 받고 있다. 골프 사업이 포함된 비게임 부문의 매출이 증가하고 있고 다양한 스포츠 분야로도 영역을 확장하고 있다.금융감독원 전자공시시스템에 따르면 카카오게임즈의 지난해 비게임 부문의 매출은 3464억원을 기록해 전년(1425억원) 대비 143% 증가했다. 실적 상승의 배경엔 골프 사업이 있다. 비게임 매출 중 골프 매출은 1776억원으로 전년(1157억) 대비 53.5% 뛰었다. 신종 코로나바이러스 감염증(코로나19) 이후 스크린 골프를 찾는 골프 인구가 늘어난 것이 사업 고성장에 주효했다는 분석이다.대한골프협회가 최근 경희대학교 골프산업연구소와 실시한 조사에 따르면 2021년 기준 국내 골프 활동 인구는 1176만명으로 2017년 대비 16.4% 증가했다.카카오VX는 스크린골프 브랜드 프렌즈 스크린는 물론 골프 플랫폼 카카오골프예약, 정보기술(IT)과 헬스케어를 접목한 스마트홈트 등 스포츠와 헬스케어로 영역을 확장하고 있다. 프렌즈 스크린은 골프존파크에 이어 국내 스크린골프 업계 점유율 2위를 차지한다. 지난 3년 동안 가맹점을 포함한 매장수는 빠르게 증가했다. 카카오VX에 따르면 2020년에 1500여개였던 프렌즈 스크린 매장 수는 2021년 1900여개, 2022년 2400여개로 매년 400~500개씩 늘었다. 스크린 골프 사업은 중국으로도 뻗어갔다. 카카오 VX는 중국 베이징과 상하이에 각각 태식상무유한공사와 상해지스윙체육용품유한공사를 설립하고 스크린 골프 매장수를 꾸준히 늘렸다. 지난해 말 기준 중국 내 매장수는 400개에 달한다.카카오골프예약도 다양한 서비스를 도입, 이용자 확보에 나섰다. 코로나19 이후엔 이용객의 편리성을 높이기 위한 비대면 셀프 체크인을 도입했다. 비대면 셀프 체크인의 이용객은 한 해 14만명에 달하며 일부 매장의 이용률은 90%를 넘는다. 지난해 말 기준 카카오골프예약의 누적회원수는 142만명을 돌파해 전년대비 1.3배(33%)성장했다. 카카오프렌즈 골프를 통해 선보이는 골프용품도 인기다. 카카오VX는 구체적인 매출 집계는 어렵지만 꾸준한 증가세를 보이고 있다고 설명했다. 카카오프렌즈 골프는 골프 웨어나 라인언, 춘식이 등 카카오 프렌즈를 활용한 용품을 선보이고 있다.멤버십 서비스도 활발히 운영중이다. 카카오VX는 지난 8월 카카오골프예약 플랫폼에서 골퍼가 필요한 혜택을 모아 제공하는 구독 서비스를 시작했다. 우천 시 홀아웃 보상, 그린피 지원 및 필드 홀인원 보상 등을 제공한다. 카카오 VX 관계자는 ""멤버십의 경우 비수기에 출시했음에도 가입자가 꾸준히 늘고 있다""고 설명했다.",https://n.news.naver.com/mnews/article/417/0000950885?sid=105
2023-09-24 06:02:00,IT,디지털데일리,[르포] 美 실리콘벨리 ‘인텔 뮤지엄’ 찾다…반가운 故 고든 무어,"미국 실리콘밸리에 위치한 인텔 뮤지엄[디지털데일리 김문기 기자] 지난 3월 ‘무어의 법칙’을 창안한 고든 무어 인텔 창립자가 94세로 우리 곁을 떠났다. 무어의 법칙은 당시 반도체 성능이 2년마다 2배로 향상될 것이라는 대표적 이론이었다. 현 팻 겔싱어 인텔 CEO는 ‘무어의 법칙’은 여전히 건재하며 이를 위한 혁신에 불을 당기고 있다.우리 곁을 떠났지만 그는 여전히 모두를 반기고 있다. 18일(현지시간) 미국 실리콘벨리 내 산타클라라에 위치한 ‘인텔 뮤지엄’을 찾았다. 인텔의 역사를 통해 반도체 흐름을 짚어볼 수 있는 작은 박물관이다. 관람객을 실은 버스가 정문을 통과하기도 전에 건물 한 벽을 차지하고 있는 거대한 고든 무어 인텔 창립자의 얼굴을 보며 모두가 감탄사를 터뜨린다. 하차하자마자 박물관에 들어갈 생각도 안하고 스마트폰과 카메라를 내려놓을 생각을 하지 않는다.고든 무어 벽을 등지고 다른 편 건물로 들어가면 인텔 뮤지엄에 들어갈 수 있다. 생각보다 크지 않은 규모이긴 하나 꼼꼼하게 둘러보면 인텔의 그간 역사를 한눈에 조망할 수 있는 수준으로 디테일하게 꾸며졌다는 것을 알 수 있다. 최대 20명 그룹으로 30분 또는 60분간 투어를 예약할 수도 있다.뮤지엄 데스크를 마주보고 선 첫 사진을 설명하기 위해서는 1968년 봄으로 거슬러 올라가야 한다. 잔디를 깎고 있던 로버트 노이스에게 고든 무어가 찾아왔다. 무어는 신흥 기술인 반도체 메모리가 새로운 회사의 기반이 될 수 있다고 제안했다. 그로부터 얼마 지나지 않은 7월 18일 벤처 기업인 인텔이 설립됐다. 그리고 그 두사람과 함께 앤드 그로브가 합류했다. 세 명의 벤처 기업 창립자는 그 때부터 반도체 시장을 선도했다.그러부터 1년 후인 1969년 인텔의 첫번째 제품이 판매됐다. 인텔의 첫 로고가 부착된 이 반도체는 인텔의 새로운 시작을 알렸다. 뮤지엄의 처음을 장식한 이 사진은 실리콘벨리 내 뮤지엄과 멀지 않은 서쪽에 위치한 마운틴뷰를 배경으로 당시 인텔을 이끈 초창기 멤버들을 담고 있다. 가장 앞에 고든 무어와 로버트 노이스, 앤디 그로브를 살펴볼 수 있다.인텔 마운틴뷰 사진이후 인텔은 1970년대 세계 최초로 프로그래밍 가능한 마이크로프로세서를 도입했다. 자기 코어 메모리를 대체할 수 있는 업계 표준의 동적 랜덤 액세스 메모리인 1103 DRAM을 출시했다. 이를 위한 공장도 신설됐다. 또한 세계 최초로 전자 프로그래밍이 가능한 마이크로프로세서 4004를 출시하고 읽기 전용 메모리. EPROM을 선보였다. 자신감이 붙은 인텔은 설립 3년만에 기업공개(IPO)에 나섰다.인텔 마이크로프로세서 4004 보드하나씩 살펴보다보면 인텔의 역사상 중요한 이정표 역할을 했던 8080 마이크로프로세서를 볼 수 있다. 이 제품은 필리핀과 이스라엘에서 거둔 성과다. 앞서 인텔은 말레이시아 페낭에도 건물을 세웠다. 현재는 인텔의 어드밴스드 패키징 전략의 주요 거점 중 하나로 성장했다.인텔 8080 마이크로프로세서와 보드좀 더 나아가다보면 모두가 잠시 멈춰 기록에 정신없는 곳이 있다. 1989년대 개인용 컴퓨터가 비즈니스 도구로 자리매김하는 순간을 만들어 준 IBM PC가 놓여 있다. 플로피 디스크를 알고 있다면 IBM PC에 두 드라이버를 보며 추억을 새록새록 떠올릴 수도 있겠다.IBM PC그리고 다음부터는 익숙한 이름들이 튀어 나온다. 당시 PC 세대를 구분해줬던 386과 486, 팬티엄 등의 단어들이 등장한다. 특히 팬티엄 프로세서는 x86 아키텍처의 미래로 군림하기도 했다.인텔의 역사를 반도체 실물들로 살펴보다 보면 좀 더 넓은 공간으로 나오게 된다. 이 곳에서는 광물부터, 아키텍처, 신호 흐름 등 실제로 관람객들이 시뮬레이션 할 수 있는 체험존으로 구성됐다. 좀 더 나오게 되면 컴퓨터를 좀 다뤘던 사용자들에게는 반가운 전시물이 튀어 나오는데 바로 ‘인텔 인사이드’ 로고 변천사다.인텔 뮤지엄 내부인텔 뮤지엄 내부이 로고 전시를 사이에 두고 안쪽에는 4G와 5G 속도를 비교하는 핀볼 형태의 체험존과 그 뒷편으로 헤드마운트디스플레이(HMD)를 통해 인텔의 팹을 살펴볼 수 있는 가상 체험존이 자리잡고 있다. 또한 1990년대 인텔의 마스코트였던 ‘버니 피플’이 얼굴만 뚫린 채 배치돼 있다. 이 곳에서부터는 관람객들이 기념 사진을 찍을 수 있도록 구성했다.뮤지엄에 들어오기 전 고든 무어가 관람객을 반겼다면, 헤어지는 인사는 로버트 노이스가 대신한다. 작별 인사를 건내고 돌아서면 인텔이 마련한 작은 기념품 매장에 들어설 수 있다. 대부분 인텔 로고가 부착된 여러 기념품들이 자리하고 있는데 한쪽에는 인텔 뮤지엄에서만 구매할 수 있는 듯한 제품들도 자리하고 있다.로버트 노이스 인텔 창립자인텔 뮤지엄은 반도체 역사를 한번쯤 공부했거나 연구하는 이들에게는 좀 더 많은 시간을 필요로 하는 공간으로 읽힌다. 그만큼 풍성하게 전시품을 배치해놨다. 물론 첫 배움에 나서더라도 유의미한 시간을 가질 수 있을 것으로 기대된다.",https://n.news.naver.com/mnews/article/138/0002157456?sid=105
2023-09-24 06:01:00,IT,전자신문,"재계, 추석연휴 전후 그룹 전반 점검...내년 준비 나서","재계가 추석 연휴를 전후해 그룹 차원의 사업 점검에 나선다. 사장단 회의를 소집해 내년 사업을 구상하는 한편 11월 2030 세계박람회(엑스포) 부산유치 여부가 갈리는 파리 BIE 총회에 맞춰 지원 방안도 논의한다.(왼쬭부터)구광모 LG 회장, 최태원 SK 회장, 이재용 삼성전자 회장업계에 따르면 구광모 LG 회장은 이번주 추석을 앞두고 사장단 워크숍을 진행한다. LG 사장단은 매 분기 마다 중장기 과제와 주요 현안을 점검하고 논의하는 자리를 이어오고 있다. 이어 10월에는 바로 사업보고회를 연다. 사업보고회는 그룹 전체의 내년도 사업 전략을 점검하는 자리다. 구 회장이 직접 계열사 CEO와 개별 논의를 이어갈 것으로 보인다.SK그룹은 10월말 CEO 세미나를 개최할 것으로 알려졌다. 그동안 SK그룹은 정기적으로 6월 확대경영회의, 8월 이천포럼, 10월 CEO 세미나 등을 개최했다. 최태원 회장이 대한상공회의소 회장을 맡고 있는 만큼 CEO 세미나는 BIE 총회가 열리는 파리에서 열릴 것으로 알려졌다. 파리 현지에서 그룹 차원의 엑스포 부산 유치 지원에도 힘쓰기 위해서다.이재용 삼성전자 회장은 추석 연휴 해외 출장 가능성이 언급된다. 이 회장은 그동안 설과 추석 기간을 활용해 해외 사업장을 방문, 현지 임직원을 격려했다. 회장 승진을 앞둔 지난해 추석에도 중남미와 영국 출장을 통해 삼성전자 케레타로 가전 공장과, 삼성엔지니어링 도스보카스 정유공장 건설 현장을 찾았다. 안드레스 마누엘 로페스 오브라도르 멕시코 대통령을 만나 부산엑스포 유치 지원 활동도 벌였다.이 회장은 다음달 중순 중동 경제사절단 일정 이후 회장 승진 1주년을 맞는다. 최근 반도체 시장 불황에 따른 실적 부진 상황에서 연이은 해외 일정 이후 1주년 메시지에 무엇을 담을지 관심이 쏠린다.이에 앞서 정의선 현대차그룹 회장은 지난주 미국을 방문했다. 정 회장은 19일(현지시간) 조지아공과대학과 미래 모빌리티 협업을 위한 협약을 맺은데 이어 조지아주에 건설 중인 현대차그룹 전기차 전용 공장 공사현장을 찾아 점검했다. 21일에는 워싱턴 D.C에서 열린 현대 호프 온 휠스 25주년 행사에 참석했다.정의선 현대차그룹 회장이 돈 라일리 호프 온 휠스 공동 설립자와 대화를 나누고 있다.",https://n.news.naver.com/mnews/article/030/0003139448?sid=105
2023-09-24 05:47:00,IT,머니S,"아마존, 내년부터 OTT에 광고 도입… 2.99달러 추가시 '광고제거'","미국 전자상거래 업체 아마존이 내년부터 유료 가입자인 프라임 회원에게 제공하던 온라인 동영상 서비스(OTT)에 광고 요금제를 도입한다. /사진=로이터 미국 전자상거래 업체 아마존이 내년부터 유료 가입자인 프라임 회원에게 제공하던 온라인 동영상 서비스(OTT)에 광고 요금제를 도입한다.아마존은 22일(현지시간) ""내년 초부터 프라임 비디오에 광고가 실릴 것""이라며 ""광고가 없는 새로운 요금제도 도입될 것""이라고 밝혔다.우선 내년 미국과 영국, 독일, 캐나다에서 먼저 광고 요금제를 도입한다. 이후 프랑스, 이탈리아, 스페인, 멕시코, 호주에도 적용할 방침이다. 지난 7월 기준 전 세계에서 아마존의 프라임 회원은 2억명 수준이다. 현재 아마존은 프라임 회원들에게 프라임비디오 서비스를 무료로 제공하고 있다. 구독료는 미국 기준 월 14.99달러, 연 139달러다. 프라임 비디오만 단독으로 구독할 경우 월 구독료는 8.99달러다.프라임 요금제는 기존 광고가 들어있을 경우 기존과 같지만 광고가 없는 요금제는 월 2.99달러(약 4000원) 비용이 추가된다.콘텐츠 제작 비용을 충당하고 OTT 사업의 매출을 늘리기 위한 방안이다. 넷플릭스와 디즈니플러스는 매출 증대를 위해 지난해부터 영상에 광고를 붙이는 옵션을 적용해왔다.아마존 실적은 올해 2분기 큰 폭의 상승세를 보였다. 올해 2분기 매출은 전년 대비 11% 급증한 1344억달러를 기록했다. 시장의 예상치 1315억 달러를 웃돌았다. 아마존 매출이 두자릿수 증가한 것은 6분기 만에 처음이다. 조정된 주당순익이 65센트라고 밝혔다. 시장의 예상치 35센트를 크게 상회했다.",https://n.news.naver.com/mnews/article/417/0000950883?sid=105
2023-09-24 00:51:00,IT,디지털데일리,"AMD, 신규 에픽 8004 프로세서 발표…4세대 서버 제품군 완성","AMD, 신규 에픽 8004 프로세서 발표 [ⓒ AMD][디지털데일리 김문기 기자] AMD는 에픽 8004 시리즈’ 프로세서를 출시, 완성된 4세대 AMD 에픽 프로세서 제품군을 발표했다.‘젠 4c(Zen 4c)’ 코어 기반의 AMD 에픽 8004 시리즈 프로세서는 하드웨어 제조사의 효율적이고 차별화된 플랫폼 개발을 지원한다. 유통, 제조 및 통신을 포함한 인텔리전트 엣지부터 클라우드 서비스, 스토리지 등을 위한 데이터 센터까지 다양한 애플리케이션 구동에 도움을 준다.댄 맥나마라 AMD 에픽 사업부 총괄 수석 부사장은 “새로운 에픽 8004 시리즈 프로세서는 공간 및 전력에 제약이 있는 인프라에서도 뛰어난 CPU 에너지 효율성을 제공하며 한 단계 더 진화된 싱글 소켓 플랫폼 성능을 지원한다”며 “AMD는 엔터프라이즈 및 클라우드부터 인텔리전트 엣지, 기술 컴퓨팅에 이르기까지 광범위한 워크로드에 뛰어난 효율과 성능을 제공해 왔다. 이번 발표로 완성된 4세대 에픽 프로세서 제품군을 선보이며 기술 혁신을 위한 노력을 지속해 나갈 것”이라고 밝혔다.AMD 에픽 8004 시리즈 프로세서는 탁월한 성능은 물론 에너지 효율, 플랫폼 집적도, 저소음 구동 등 다양한 고객 요구에 맞춰 4세대 AMD 에픽 제품군에 한 층 더 확장된 기능을 지원한다.‘젠 4c’ 코어 기반 에픽 8004 시리즈 프로세서는 새로운 SP6 소켓의 간소화된 메모리 및 I/O 기능을 활용해 경쟁사 최상위 네트워킹 모델 대비 시스템 와트당 최대 두 배 더 높은 스펙파워(SPECpower) 성능을 제공한다. 제한된 공간 및 인프라에서도 높은 와트당 성능에 대한 업계의 요구가 증가함에 따라 탁월한 에너지 효율성과 균형 잡힌 성능을 지원하도록 설계됐다.에픽 8534P 프로세서는 비디오 인코딩 워크로드에서 경쟁사 동급 네트워킹 제품 대비 최대 2.4배 우수한 프레임, 인코딩 시간, 시스템 전력 소비을 제공한다. 8코어 에픽 8024P 프로세서 기반 서버는 IoT 엣지 게이트웨이(IoT Edge gateway) 워크로드에서 경쟁사 8코어 프로세서 대비 8kW 랙당 최대 1.8배 더 높은 총 처리량 성능을 제공한다.인텔리전트 엣지 구축은 데이터 센터 내 예상되는 풀랙(full racks)이 아닌 소규모 서버 노드에 중점을 두고 진행된다. 각 1, 3, 10대의 서버로 구성된 인텔리전트 엣지 시스템 구축 시 에픽 8004 시리즈 프로세서 기반 서버는 향상된 코어 집적도 및 처리량을 갖췄다.AMD의 주요 OEM 및 파트너사는 AMD 에픽 8004 시리즈 프로세서의 기능을 활용한 다양한 시스템 및 솔루션을 공개했다. 에픽 8004 시리즈 프로세서는 전력 및 온도 등 여러 요구사항에 적합한 성능은 물론 고집적도 데이터 센터, 도시 내 통신사 건물, 공장 현장과 같은 극한의 물리적 환경에서의 원활한 구축을 지원한다.델 테크놀로지스는 ’델 파워엣지 C6615(Dell PowerEdge C6615)’ 서버를 새롭게 출시했다. 효율적인 폼 팩터로 컨테이너, 마이크로서비스와 같은 스케일 아웃 워크로드에 최적화된 성능과 합리적인 총소유비용(TCO)을 제공한다.에릭슨은 AMD 에픽 8004 시리즈 프로세서를 활용한 클라우드 RAN 컴퓨팅 가속화 솔루션을 출시했으며 이를 기반으로 트래픽 증가를 효과적으로 관리하고 고효율 및 고성능 모바일 네트워크를 활용할 수 있는 방안을 제시했다. 에픽 8004 시리즈 프로세서의 코어 집적도 및 AVX512 기능으로 FDD 및 TDD 스펙트럼에서 과부하 된 사이트의 트래픽을 처리할 수 있는 용량을 지원한다.레노버는 최신 플래그십 엣지 최적화 서버인 ‘레노버 씽크엣지 SE455 V3(Lenovo ThinkEdge SE455 V3)’를 발표했다. 씽크엣지 SE455 V3 서버는 엣지 환경에서 차세대 AI 애플리케이션 구현을 위한 탁월한 에너지 효율성을 지원하고 엣지 AI 워크로드에서 동급 제품 대비 최상의 성능, 스토리지 및 확장성을 보여준다.",https://n.news.naver.com/mnews/article/138/0002157455?sid=105
2023-09-24 00:50:00,IT,디지털데일리,"AMD, 신규 버설 AI 엣지 적응형 SoC 출시…우주 AI 추론 가속화","우주 애플리케이션의 AI 추론 가속화 AMD 버설(Versal) AI 엣지 적응형 SoC [ⓒ AMD][디지털데일리 김문기 기자] AMD는 우주 비행 품질 인증을 획득한 버설(Veral™) 적응형 SoC 포트폴리오의 두 번째 디바이스인 버설 AI 엣지 XQRVE2302를 출시했다고 발표했다.XQRVE2302는 매우 작은 폼팩터(23x23mm)의 패키지로 우주 애플리케이션을 위한 적응형 SoC를 제공하는 최초의 사례다. 이 디바이스는 기존의 버설 AI 코어(AI Core) XQRVC1902에 비해 약 75% 더 작은 보드 면적을 가지고 있다. 전력소모 또한 절감할 수 있다.XQRVE2302는 AIE-ML로 잘 알려진 AMD AI 엔진(AMD AI Engine, AIE) 기술을 통합한 최초의 버설 디바이스 중 하나다. 머신러닝(ML) 추론 애플리케이션에 특화된 기존의 AIE보다 뛰어난 성능은 물론, 머신러닝 추론(INT4 및 BFLOAT16)에 널리 사용되는 데이터 유형을 확장 지원한다. 개발자들은 XQRVE2302를 이용하여 센서의 원시 데이터를 유용한 정보로 변환함으로써 이상현상 및 이미지 감지 애플리케이션을 효과적으로 구현할 수 있다.다른 방사선 내성 FPGA와 달리, XQR 버설 적응형 SoC는 개발 과정 및 구축 이후는 물론, 우주의 혹독한 방사선 환경에서 비행 중일때에도 제한없이 재프로그래밍을 지원한다. 버설 적응형 SoC의 보안 기능을 통해 변조 및 원치 않는 구성 변경을 방지할 수 있다. 이를 통해 위성 운영사들은 위성 발사 후에도 프로세싱 알고리즘을 안전하게 변경할 수 있어 유연하게 원격 감지 및 통신 애플리케이션을 지원할 수 있다.XQR 버설 SoC 디바이스의 방사선 내성은 AMD 및 독립기관에서 테스트를 완료했으며, 저궤도(LEO)에서 지구정지궤도(GEO) 너머까지 우주 임무를 지원할 수 있는 것으로 확인되었다.현재 관심 고객을 대상으로 상용 프리-프러덕션 디바이스가 제공되고 있다. 우주비행 품질 인증 부품은 내년말에 공급될 예정이다.",https://n.news.naver.com/mnews/article/138/0002157454?sid=105
2023-09-25 15:48:00,IT,매일경제,시프티 “대만 진출 3주만에 유료 고객 200곳 확보”,"상반기 매출 27.8억·영업익 20.3억원각각 전년비 80%·200% 성장“높은 영익율, SaaS 이용료 덕” 시프티 2023년 상반기 실적. [사진=시프티]통합 인력관리 솔루션 시프티가 대만 시장 공략에 나선지 3주만에 유료 고객 200곳을 확보했다고 25일 밝혔다.시프티 솔루션은 범용성이 특징이다. 카카오, SK, 현대와 같은 대기업부터 중소기업까지 기업 규모에 상관없이 도입할 수 있다. 유통, 제조, 건설, 금융, 공공을 비롯한 모든 사업 영역에서 맞춤형 인력 관리를 지원한다. 이미 20만개가 넘는 사업장이 시프티를 도입했다.올 상반기 시프티의 매출은 27억8000만원으로 전년 동기 대비 80% 성장했다. 영업이익도 같은 기간 20억3000만원으로 200% 성장했다. 시프티 관계자는 “기업 내부 구축(온프레미스)은 제공하지 않기 때문에 매출은 모두 순수 SaaS 사용료에서 발생하고 있어 영업이익률이 높다”고 전했다.지난해 시프티는 재무 SaaS 상장사인 비즈니스온과 전략적 인수합병(M&A;)을 단행했다. 지난 9월에는 대만 진출을 선언한 가운데 연내 1000개까지 유료 고객사를 늘린다는 목표다.이번 대만 진출을 시작으로 싱가포르, 일본 등으로 진출 지역을 늘려간다는 전략이다.신승원 시프티 대표는 “그동안 국내 다양한 기업을 대상으로 서비스를 제공하면서 만들어 온 시프티의 우수성과 범용성이 해외에서도 통함을 확인했다”고 말했다.",https://n.news.naver.com/mnews/article/009/0005191561?sid=105
2023-09-25 15:45:00,IT,한국경제,"더존비즈온, 전자신문 지분 74.38% 인수...최대 주주로",더존비즈온은 호반건설과 전자신문 지분 인수에 관한 계약을 체결했다고 25일 발표했다.인수 규모는 호반건설이 보유한 전자신문 지분 74.38%(44만1230주) 전량이다. 인수가는 560억원 규모다.더존비즈온은 “자사의 기술력과 전자신문의 정보통신기술(ICT) 정보력을 결합해 디지털 시대에 시너지를 낼 수 있을 것”이라며 “전자신문의 ICT 분야 정보·콘텐츠 생산 역량을 수용하고 최대 주주로서 지원자 역할을 충실히 한다면 국내 산업 발전을 통해 기업의 사회적 역할을 강화할 수 있다”고 설명했다.,https://n.news.naver.com/mnews/article/015/0004895957?sid=105
2023-09-25 15:45:00,IT,국민일보,"엔씨소프트, 성남시 하천 생물다양성 보전 활동","엔씨소프트는 판교 R&D;센터 사옥 인근 하천 생태계의 생물다양성 보전을 위한 활동을 진행했다고 25일 밝혔다.엔씨는 환경단체 ‘성남환경운동연합’과 함께 ▲생태계 교란 식물 제거 ▲생물다양성을 주제로 한 환경교육 ▲하천 생태계 탐구 등의 활동을 진행했다.23일 엔씨 구성원과 가족들은 성남시 운중천, 금토천 내 생태계 교란 식물 가시박과 단풍잎돼지풀 등을 제거했다. 이어 생물다양성의 중요성을 알아보고 하천 서식 생물을 관찰하는 시간을 가졌다.이번 활동은 직원 참여 환경 보호 캠페인 ‘NC [GREEN] PLAY’의 일환으로, 지난 5월 창원NC파크 친환경 공간 조성에 이어 지역사회 환경 보호를 위한 두 번째 활동이다. 엔씨는 성남시에 서식하고 있는 흰목물떼새, 맹꽁이 등 멸종위기종을 보호하고 생물다양성 보전 활동에 동참하고자 이번 활동을 기획했다.엔씨 김현주 ESG 경영실장은 “엔씨소프트 사옥이 성남시 운중천, 금토천 인근에 위치한 만큼 지역사회 환경에 책임감을 갖고 있으며 작은 활동부터 진정성 있게 시작하는 것이 지역사화와 함께 상생하는 첫걸음”이라며 “앞으로도 지역사회 환경 보호를 위해 다양한 활동을 기획해 나가겠다”고 말했다.",https://n.news.naver.com/mnews/article/005/0001640667?sid=105
